
03/02/2010,07:49:00,EDB0714,PC-6103,Logon ; 03/02/2010,16:50:00,EDB0714,PC-6103,Logoff
03/03/2010,07:45:00,EDB0714,PC-6103,Logon ; 03/03/2010,16:45:00,EDB0714,PC-6103,Logoff
03/04/2010,07:34:00,EDB0714,PC-6103,Logon ; 03/04/2010,16:47:00,EDB0714,PC-6103,Logoff
03/05/2010,07:55:00,EDB0714,PC-6103,Logon ; 03/05/2010,16:40:00,EDB0714,PC-6103,Logoff
03/08/2010,07:53:00,EDB0714,PC-6103,Logon ; 03/08/2010,16:43:00,EDB0714,PC-6103,Logoff
03/09/2010,07:33:00,EDB0714,PC-6103,Logon ; 03/09/2010,16:59:00,EDB0714,PC-6103,Logoff
03/10/2010,07:33:00,EDB0714,PC-6103,Logon ; 03/10/2010,16:57:00,EDB0714,PC-6103,Logoff
03/11/2010,07:54:00,EDB0714,PC-6103,Logon ; 03/11/2010,16:36:00,EDB0714,PC-6103,Logoff
03/12/2010,07:35:00,EDB0714,PC-6103,Logon ; 03/12/2010,16:52:00,EDB0714,PC-6103,Logoff
03/15/2010,07:42:00,EDB0714,PC-6103,Logon ; 03/15/2010,16:51:00,EDB0714,PC-6103,Logoff
03/16/2010,07:53:00,EDB0714,PC-6103,Logon ; 03/16/2010,16:37:00,EDB0714,PC-6103,Logoff
03/17/2010,07:47:00,EDB0714,PC-6103,Logon ; 03/17/2010,16:51:00,EDB0714,PC-6103,Logoff
03/18/2010,07:32:00,EDB0714,PC-6103,Logon ; 03/18/2010,16:51:00,EDB0714,PC-6103,Logoff
03/19/2010,07:49:00,EDB0714,PC-6103,Logon ; 03/19/2010,16:35:00,EDB0714,PC-6103,Logoff
03/22/2010,07:37:00,EDB0714,PC-6103,Logon ; 03/22/2010,16:59:00,EDB0714,PC-6103,Logoff
03/23/2010,07:32:00,EDB0714,PC-6103,Logon ; 03/23/2010,16:40:00,EDB0714,PC-6103,Logoff
03/24/2010,07:45:00,EDB0714,PC-6103,Logon ; 03/24/2010,16:58:00,EDB0714,PC-6103,Logoff
03/25/2010,07:50:00,EDB0714,PC-6103,Logon ; 03/25/2010,16:39:00,EDB0714,PC-6103,Logoff
03/26/2010,07:30:00,EDB0714,PC-6103,Logon ; 03/26/2010,16:45:00,EDB0714,PC-6103,Logoff
03/29/2010,07:37:00,EDB0714,PC-6103,Logon ; 03/29/2010,16:55:00,EDB0714,PC-6103,Logoff
03/30/2010,07:34:00,EDB0714,PC-6103,Logon ; 03/30/2010,16:40:00,EDB0714,PC-6103,Logoff
03/31/2010,07:49:00,EDB0714,PC-6103,Logon ; 03/31/2010,16:50:00,EDB0714,PC-6103,Logoff
04/01/2010,07:37:00,EDB0714,PC-6103,Logon ; 04/01/2010,16:57:00,EDB0714,PC-6103,Logoff
04/05/2010,07:32:00,EDB0714,PC-6103,Logon ; 04/05/2010,16:52:00,EDB0714,PC-6103,Logoff
04/06/2010,07:40:00,EDB0714,PC-6103,Logon ; 04/06/2010,16:48:00,EDB0714,PC-6103,Logoff
04/07/2010,07:42:00,EDB0714,PC-6103,Logon ; 04/07/2010,16:49:00,EDB0714,PC-6103,Logoff
04/08/2010,07:49:00,EDB0714,PC-6103,Logon ; 04/08/2010,16:45:00,EDB0714,PC-6103,Logoff
04/09/2010,07:50:00,EDB0714,PC-6103,Logon ; 04/09/2010,16:35:00,EDB0714,PC-6103,Logoff
04/12/2010,07:41:00,EDB0714,PC-6103,Logon ; 04/12/2010,16:45:00,EDB0714,PC-6103,Logoff
04/13/2010,07:34:00,EDB0714,PC-6103,Logon ; 04/13/2010,16:55:00,EDB0714,PC-6103,Logoff
04/14/2010,07:41:00,EDB0714,PC-6103,Logon ; 04/14/2010,17:00:00,EDB0714,PC-6103,Logoff
04/15/2010,07:45:00,EDB0714,PC-6103,Logon ; 04/15/2010,16:35:00,EDB0714,PC-6103,Logoff
04/16/2010,07:43:00,EDB0714,PC-6103,Logon ; 04/16/2010,16:53:00,EDB0714,PC-6103,Logoff
04/19/2010,07:44:00,EDB0714,PC-6103,Logon ; 04/19/2010,16:49:00,EDB0714,PC-6103,Logoff
04/20/2010,07:45:00,EDB0714,PC-6103,Logon ; 04/20/2010,16:38:00,EDB0714,PC-6103,Logoff
04/21/2010,07:55:00,EDB0714,PC-6103,Logon ; 04/21/2010,16:45:00,EDB0714,PC-6103,Logoff
04/22/2010,07:55:00,EDB0714,PC-6103,Logon ; 04/22/2010,16:41:00,EDB0714,PC-6103,Logoff
04/23/2010,07:49:00,EDB0714,PC-6103,Logon ; 04/23/2010,16:36:00,EDB0714,PC-6103,Logoff
04/26/2010,07:40:00,EDB0714,PC-6103,Logon ; 04/26/2010,16:38:00,EDB0714,PC-6103,Logoff
04/27/2010,07:35:00,EDB0714,PC-6103,Logon ; 04/27/2010,16:50:00,EDB0714,PC-6103,Logoff
04/28/2010,07:37:00,EDB0714,PC-6103,Logon ; 04/28/2010,16:37:00,EDB0714,PC-6103,Logoff
04/29/2010,07:51:00,EDB0714,PC-6103,Logon ; 04/29/2010,16:37:00,EDB0714,PC-6103,Logoff
04/30/2010,07:45:00,EDB0714,PC-6103,Logon ; 04/30/2010,16:46:00,EDB0714,PC-6103,Logoff
05/03/2010,07:48:00,EDB0714,PC-6103,Logon ; 05/03/2010,16:43:00,EDB0714,PC-6103,Logoff
05/04/2010,07:37:00,EDB0714,PC-6103,Logon ; 05/04/2010,16:39:00,EDB0714,PC-6103,Logoff
05/05/2010,07:45:00,EDB0714,PC-6103,Logon ; 05/05/2010,16:39:00,EDB0714,PC-6103,Logoff
05/06/2010,07:50:00,EDB0714,PC-6103,Logon ; 05/06/2010,16:42:00,EDB0714,PC-6103,Logoff
05/07/2010,07:40:00,EDB0714,PC-6103,Logon ; 05/07/2010,16:39:00,EDB0714,PC-6103,Logoff
05/10/2010,07:48:00,EDB0714,PC-6103,Logon ; 05/10/2010,16:45:00,EDB0714,PC-6103,Logoff
05/11/2010,07:42:00,EDB0714,PC-6103,Logon ; 05/11/2010,16:48:00,EDB0714,PC-6103,Logoff
05/12/2010,07:45:00,EDB0714,PC-6103,Logon ; 05/12/2010,16:52:00,EDB0714,PC-6103,Logoff
05/13/2010,07:37:00,EDB0714,PC-6103,Logon ; 05/13/2010,16:52:00,EDB0714,PC-6103,Logoff
05/14/2010,07:38:00,EDB0714,PC-6103,Logon ; 05/14/2010,16:53:00,EDB0714,PC-6103,Logoff
05/17/2010,07:36:00,EDB0714,PC-6103,Logon ; 05/17/2010,16:38:00,EDB0714,PC-6103,Logoff
05/18/2010,07:38:00,EDB0714,PC-6103,Logon ; 05/18/2010,16:50:00,EDB0714,PC-6103,Logoff
05/19/2010,07:33:00,EDB0714,PC-6103,Logon ; 05/19/2010,16:38:00,EDB0714,PC-6103,Logoff
05/20/2010,07:38:00,EDB0714,PC-6103,Logon ; 05/20/2010,16:58:00,EDB0714,PC-6103,Logoff
05/21/2010,07:35:00,EDB0714,PC-6103,Logon ; 05/21/2010,16:53:00,EDB0714,PC-6103,Logoff
05/24/2010,07:33:00,EDB0714,PC-6103,Logon ; 05/24/2010,17:00:00,EDB0714,PC-6103,Logoff
05/25/2010,07:50:00,EDB0714,PC-6103,Logon ; 05/25/2010,16:37:00,EDB0714,PC-6103,Logoff
05/26/2010,07:52:00,EDB0714,PC-6103,Logon ; 05/26/2010,16:38:00,EDB0714,PC-6103,Logoff
05/27/2010,07:41:00,EDB0714,PC-6103,Logon ; 05/27/2010,16:58:00,EDB0714,PC-6103,Logoff
05/28/2010,07:31:00,EDB0714,PC-6103,Logon ; 05/28/2010,16:47:00,EDB0714,PC-6103,Logoff
06/01/2010,07:43:00,EDB0714,PC-6103,Logon ; 06/01/2010,16:56:00,EDB0714,PC-6103,Logoff
06/02/2010,07:34:00,EDB0714,PC-6103,Logon ; 06/02/2010,16:49:00,EDB0714,PC-6103,Logoff
06/03/2010,07:38:00,EDB0714,PC-6103,Logon ; 06/03/2010,16:56:00,EDB0714,PC-6103,Logoff
06/04/2010,07:35:00,EDB0714,PC-6103,Logon ; 06/04/2010,16:47:00,EDB0714,PC-6103,Logoff
06/07/2010,07:32:00,EDB0714,PC-6103,Logon ; 06/07/2010,16:53:00,EDB0714,PC-6103,Logoff
06/08/2010,07:52:00,EDB0714,PC-6103,Logon ; 06/08/2010,16:42:00,EDB0714,PC-6103,Logoff
06/09/2010,07:32:00,EDB0714,PC-6103,Logon ; 06/09/2010,16:45:00,EDB0714,PC-6103,Logoff
06/10/2010,07:31:00,EDB0714,PC-6103,Logon ; 06/10/2010,16:45:00,EDB0714,PC-6103,Logoff
06/11/2010,07:32:00,EDB0714,PC-6103,Logon ; 06/11/2010,16:51:00,EDB0714,PC-6103,Logoff
06/14/2010,07:30:00,EDB0714,PC-6103,Logon ; 06/14/2010,16:43:00,EDB0714,PC-6103,Logoff
06/15/2010,07:41:00,EDB0714,PC-6103,Logon ; 06/15/2010,16:37:00,EDB0714,PC-6103,Logoff
06/16/2010,07:55:00,EDB0714,PC-6103,Logon ; 06/16/2010,16:39:00,EDB0714,PC-6103,Logoff
06/17/2010,07:48:00,EDB0714,PC-6103,Logon ; 06/17/2010,16:38:00,EDB0714,PC-6103,Logoff
06/18/2010,07:54:00,EDB0714,PC-6103,Logon ; 06/18/2010,16:35:00,EDB0714,PC-6103,Logoff
06/21/2010,07:44:00,EDB0714,PC-6103,Logon ; 06/21/2010,16:56:00,EDB0714,PC-6103,Logoff
06/22/2010,07:34:00,EDB0714,PC-6103,Logon ; 06/22/2010,16:53:00,EDB0714,PC-6103,Logoff
06/23/2010,07:48:00,EDB0714,PC-6103,Logon ; 06/23/2010,16:47:00,EDB0714,PC-6103,Logoff
06/24/2010,07:49:00,EDB0714,PC-6103,Logon ; 06/24/2010,16:35:00,EDB0714,PC-6103,Logoff
06/25/2010,07:37:00,EDB0714,PC-6103,Logon ; 06/25/2010,16:45:00,EDB0714,PC-6103,Logoff
06/28/2010,07:41:00,EDB0714,PC-6103,Logon ; 06/28/2010,16:52:00,EDB0714,PC-6103,Logoff
06/29/2010,07:51:00,EDB0714,PC-6103,Logon ; 06/29/2010,16:40:00,EDB0714,PC-6103,Logoff
06/30/2010,07:48:00,EDB0714,PC-6103,Logon ; 06/30/2010,16:43:00,EDB0714,PC-6103,Logoff
07/01/2010,07:36:00,EDB0714,PC-6103,Logon ; 07/01/2010,16:48:00,EDB0714,PC-6103,Logoff
07/02/2010,07:44:00,EDB0714,PC-6103,Logon ; 07/02/2010,16:47:00,EDB0714,PC-6103,Logoff
07/06/2010,07:41:00,EDB0714,PC-6103,Logon ; 07/06/2010,16:53:00,EDB0714,PC-6103,Logoff
07/07/2010,07:50:00,EDB0714,PC-6103,Logon ; 07/07/2010,16:44:00,EDB0714,PC-6103,Logoff
07/08/2010,07:34:00,EDB0714,PC-6103,Logon ; 07/08/2010,16:35:00,EDB0714,PC-6103,Logoff
07/09/2010,07:47:00,EDB0714,PC-6103,Logon ; 07/09/2010,16:35:00,EDB0714,PC-6103,Logoff
07/12/2010,07:46:00,EDB0714,PC-6103,Logon ; 07/12/2010,16:39:00,EDB0714,PC-6103,Logoff
07/13/2010,07:52:00,EDB0714,PC-6103,Logon ; 07/13/2010,16:37:00,EDB0714,PC-6103,Logoff
07/14/2010,07:50:00,EDB0714,PC-6103,Logon ; 07/14/2010,16:59:00,EDB0714,PC-6103,Logoff
07/15/2010,07:52:00,EDB0714,PC-6103,Logon ; 07/15/2010,16:52:00,EDB0714,PC-6103,Logoff
07/16/2010,07:48:00,EDB0714,PC-6103,Logon ; 07/16/2010,16:55:00,EDB0714,PC-6103,Logoff
07/19/2010,07:52:00,EDB0714,PC-6103,Logon ; 07/19/2010,16:42:00,EDB0714,PC-6103,Logoff
07/20/2010,07:43:00,EDB0714,PC-6103,Logon ; 07/20/2010,16:53:00,EDB0714,PC-6103,Logoff
07/21/2010,07:42:00,EDB0714,PC-6103,Logon ; 07/21/2010,16:42:00,EDB0714,PC-6103,Logoff
07/22/2010,07:31:00,EDB0714,PC-6103,Logon ; 07/22/2010,16:55:00,EDB0714,PC-6103,Logoff
07/23/2010,07:51:00,EDB0714,PC-6103,Logon ; 07/23/2010,16:49:00,EDB0714,PC-6103,Logoff
07/26/2010,07:55:00,EDB0714,PC-6103,Logon ; 07/26/2010,16:37:00,EDB0714,PC-6103,Logoff
07/27/2010,07:52:00,EDB0714,PC-6103,Logon ; 07/27/2010,16:41:00,EDB0714,PC-6103,Logoff
07/28/2010,07:49:00,EDB0714,PC-6103,Logon ; 07/28/2010,16:38:00,EDB0714,PC-6103,Logoff
07/29/2010,07:32:00,EDB0714,PC-6103,Logon ; 07/29/2010,16:37:00,EDB0714,PC-6103,Logoff
07/30/2010,07:55:00,EDB0714,PC-6103,Logon ; 07/30/2010,16:35:00,EDB0714,PC-6103,Logoff
08/02/2010,07:46:00,EDB0714,PC-6103,Logon ; 08/02/2010,16:53:00,EDB0714,PC-6103,Logoff
08/03/2010,07:38:00,EDB0714,PC-6103,Logon ; 08/03/2010,16:39:00,EDB0714,PC-6103,Logoff
08/04/2010,07:33:00,EDB0714,PC-6103,Logon ; 08/04/2010,16:51:00,EDB0714,PC-6103,Logoff
08/05/2010,07:51:00,EDB0714,PC-6103,Logon ; 08/05/2010,16:40:00,EDB0714,PC-6103,Logoff
08/06/2010,07:47:00,EDB0714,PC-6103,Logon ; 08/06/2010,16:41:00,EDB0714,PC-6103,Logoff
08/09/2010,07:36:00,EDB0714,PC-6103,Logon ; 08/09/2010,16:36:00,EDB0714,PC-6103,Logoff
08/10/2010,07:55:00,EDB0714,PC-6103,Logon ; 08/10/2010,16:42:00,EDB0714,PC-6103,Logoff
08/11/2010,07:42:00,EDB0714,PC-6103,Logon ; 08/11/2010,16:38:00,EDB0714,PC-6103,Logoff
08/12/2010,07:30:00,EDB0714,PC-6103,Logon ; 08/12/2010,16:59:00,EDB0714,PC-6103,Logoff
08/13/2010,07:55:00,EDB0714,PC-6103,Logon ; 08/13/2010,16:39:00,EDB0714,PC-6103,Logoff
08/16/2010,07:51:00,EDB0714,PC-6103,Logon ; 08/16/2010,16:52:00,EDB0714,PC-6103,Logoff
08/17/2010,07:54:00,EDB0714,PC-6103,Logon ; 08/17/2010,16:45:00,EDB0714,PC-6103,Logoff
08/18/2010,07:33:00,EDB0714,PC-6103,Logon ; 08/18/2010,16:55:00,EDB0714,PC-6103,Logoff
08/19/2010,07:39:00,EDB0714,PC-6103,Logon ; 08/19/2010,16:49:00,EDB0714,PC-6103,Logoff
08/20/2010,07:54:00,EDB0714,PC-6103,Logon ; 08/20/2010,16:37:00,EDB0714,PC-6103,Logoff
08/23/2010,07:43:00,EDB0714,PC-6103,Logon ; 08/23/2010,17:00:00,EDB0714,PC-6103,Logoff
08/24/2010,07:46:00,EDB0714,PC-6103,Logon ; 08/24/2010,16:35:00,EDB0714,PC-6103,Logoff
08/25/2010,07:47:00,EDB0714,PC-6103,Logon ; 08/25/2010,16:38:00,EDB0714,PC-6103,Logoff
08/26/2010,07:53:00,EDB0714,PC-6103,Logon ; 08/26/2010,16:43:00,EDB0714,PC-6103,Logoff
08/27/2010,07:51:00,EDB0714,PC-6103,Logon ; 08/27/2010,16:42:00,EDB0714,PC-6103,Logoff
08/30/2010,07:46:00,EDB0714,PC-6103,Logon ; 08/30/2010,16:39:00,EDB0714,PC-6103,Logoff
08/31/2010,07:46:00,EDB0714,PC-6103,Logon ; 08/31/2010,16:41:00,EDB0714,PC-6103,Logoff
09/01/2010,07:47:00,EDB0714,PC-6103,Logon ; 09/01/2010,16:35:00,EDB0714,PC-6103,Logoff
09/02/2010,07:50:00,EDB0714,PC-6103,Logon ; 09/02/2010,16:54:00,EDB0714,PC-6103,Logoff
09/03/2010,07:50:00,EDB0714,PC-6103,Logon ; 09/03/2010,16:42:00,EDB0714,PC-6103,Logoff
09/07/2010,07:43:00,EDB0714,PC-6103,Logon ; 09/07/2010,17:00:00,EDB0714,PC-6103,Logoff
09/08/2010,07:46:00,EDB0714,PC-6103,Logon ; 09/08/2010,16:42:00,EDB0714,PC-6103,Logoff
09/09/2010,07:45:00,EDB0714,PC-6103,Logon ; 09/09/2010,17:00:00,EDB0714,PC-6103,Logoff
09/10/2010,07:45:00,EDB0714,PC-6103,Logon ; 09/10/2010,16:40:00,EDB0714,PC-6103,Logoff
09/13/2010,07:42:00,EDB0714,PC-6103,Logon ; 09/13/2010,16:56:00,EDB0714,PC-6103,Logoff
09/14/2010,07:36:00,EDB0714,PC-6103,Logon ; 09/14/2010,16:51:00,EDB0714,PC-6103,Logoff
09/15/2010,07:43:00,EDB0714,PC-6103,Logon ; 09/15/2010,16:45:00,EDB0714,PC-6103,Logoff
09/16/2010,07:45:00,EDB0714,PC-6103,Logon ; 09/16/2010,16:36:00,EDB0714,PC-6103,Logoff
09/17/2010,07:44:00,EDB0714,PC-6103,Logon ; 09/17/2010,16:43:00,EDB0714,PC-6103,Logoff
09/20/2010,07:38:00,EDB0714,PC-6103,Logon ; 09/20/2010,16:51:00,EDB0714,PC-6103,Logoff
09/21/2010,07:35:00,EDB0714,PC-6103,Logon ; 09/21/2010,16:55:00,EDB0714,PC-6103,Logoff
09/22/2010,07:51:00,EDB0714,PC-6103,Logon ; 09/22/2010,16:56:00,EDB0714,PC-6103,Logoff
09/23/2010,07:54:00,EDB0714,PC-6103,Logon ; 09/23/2010,16:43:00,EDB0714,PC-6103,Logoff
09/24/2010,07:49:00,EDB0714,PC-6103,Logon ; 09/24/2010,16:40:00,EDB0714,PC-6103,Logoff
09/27/2010,07:48:00,EDB0714,PC-6103,Logon ; 09/27/2010,16:42:00,EDB0714,PC-6103,Logoff
09/28/2010,07:32:00,EDB0714,PC-6103,Logon ; 09/28/2010,16:53:00,EDB0714,PC-6103,Logoff
09/29/2010,07:45:00,EDB0714,PC-6103,Logon ; 09/29/2010,16:58:00,EDB0714,PC-6103,Logoff
09/30/2010,07:32:00,EDB0714,PC-6103,Logon ; 09/30/2010,16:47:00,EDB0714,PC-6103,Logoff
10/01/2010,07:34:00,EDB0714,PC-6103,Logon ; 10/01/2010,16:47:00,EDB0714,PC-6103,Logoff
10/04/2010,07:51:00,EDB0714,PC-6103,Logon ; 10/04/2010,16:36:00,EDB0714,PC-6103,Logoff
10/05/2010,07:37:00,EDB0714,PC-6103,Logon ; 10/05/2010,16:54:00,EDB0714,PC-6103,Logoff
10/06/2010,07:49:00,EDB0714,PC-6103,Logon ; 10/06/2010,16:35:00,EDB0714,PC-6103,Logoff
10/07/2010,07:32:00,EDB0714,PC-6103,Logon ; 10/07/2010,16:51:00,EDB0714,PC-6103,Logoff
10/08/2010,07:45:00,EDB0714,PC-6103,Logon ; 10/08/2010,16:37:00,EDB0714,PC-6103,Logoff
10/11/2010,07:50:00,EDB0714,PC-6103,Logon ; 10/11/2010,16:45:00,EDB0714,PC-6103,Logoff
10/12/2010,07:51:00,EDB0714,PC-6103,Logon ; 10/12/2010,16:40:00,EDB0714,PC-6103,Logoff
10/13/2010,07:55:00,EDB0714,PC-6103,Logon ; 10/13/2010,16:41:00,EDB0714,PC-6103,Logoff
10/14/2010,07:42:00,EDB0714,PC-6103,Logon ; 10/14/2010,16:54:00,EDB0714,PC-6103,Logoff
10/15/2010,07:55:00,EDB0714,PC-6103,Logon ; 10/15/2010,16:44:00,EDB0714,PC-6103,Logoff
10/18/2010,07:35:00,EDB0714,PC-6103,Logon ; 10/18/2010,16:55:00,EDB0714,PC-6103,Logoff
10/19/2010,07:41:00,EDB0714,PC-6103,Logon ; 10/19/2010,16:48:00,EDB0714,PC-6103,Logoff
10/20/2010,07:47:00,EDB0714,PC-6103,Logon ; 10/20/2010,16:45:00,EDB0714,PC-6103,Logoff
10/21/2010,07:34:00,EDB0714,PC-6103,Logon ; 10/21/2010,16:48:00,EDB0714,PC-6103,Logoff
10/22/2010,07:51:00,EDB0714,PC-6103,Logon ; 10/22/2010,16:41:00,EDB0714,PC-6103,Logoff
10/25/2010,07:46:00,EDB0714,PC-6103,Logon ; 10/25/2010,16:40:00,EDB0714,PC-6103,Logoff
10/26/2010,07:44:00,EDB0714,PC-6103,Logon ; 10/26/2010,16:49:00,EDB0714,PC-6103,Logoff
10/27/2010,07:47:00,EDB0714,PC-6103,Logon ; 10/27/2010,16:43:00,EDB0714,PC-6103,Logoff
10/28/2010,07:43:00,EDB0714,PC-6103,Logon ; 10/28/2010,16:47:00,EDB0714,PC-6103,Logoff
10/29/2010,07:43:00,EDB0714,PC-6103,Logon ; 10/29/2010,16:48:00,EDB0714,PC-6103,Logoff
11/01/2010,07:49:00,EDB0714,PC-6103,Logon ; 11/01/2010,16:43:00,EDB0714,PC-6103,Logoff
11/02/2010,07:36:00,EDB0714,PC-6103,Logon ; 11/02/2010,16:47:00,EDB0714,PC-6103,Logoff
11/03/2010,07:47:00,EDB0714,PC-6103,Logon ; 11/03/2010,16:49:00,EDB0714,PC-6103,Logoff
11/04/2010,07:45:00,EDB0714,PC-6103,Logon ; 11/04/2010,16:37:00,EDB0714,PC-6103,Logoff
11/05/2010,07:39:00,EDB0714,PC-6103,Logon ; 11/05/2010,16:45:00,EDB0714,PC-6103,Logoff
11/08/2010,07:43:00,EDB0714,PC-6103,Logon ; 11/08/2010,16:35:00,EDB0714,PC-6103,Logoff
11/09/2010,07:55:00,EDB0714,PC-6103,Logon ; 11/09/2010,16:38:00,EDB0714,PC-6103,Logoff
11/10/2010,07:38:00,EDB0714,PC-6103,Logon ; 11/10/2010,16:53:00,EDB0714,PC-6103,Logoff
11/11/2010,07:31:00,EDB0714,PC-6103,Logon ; 11/11/2010,16:41:00,EDB0714,PC-6103,Logoff
11/12/2010,07:49:00,EDB0714,PC-6103,Logon ; 11/12/2010,16:46:00,EDB0714,PC-6103,Logoff
11/15/2010,07:49:00,EDB0714,PC-6103,Logon ; 11/15/2010,16:59:00,EDB0714,PC-6103,Logoff
11/16/2010,07:39:00,EDB0714,PC-6103,Logon ; 11/16/2010,16:57:00,EDB0714,PC-6103,Logoff
11/17/2010,07:37:00,EDB0714,PC-6103,Logon ; 11/17/2010,16:59:00,EDB0714,PC-6103,Logoff
11/18/2010,07:35:00,EDB0714,PC-6103,Logon ; 11/18/2010,16:38:00,EDB0714,PC-6103,Logoff
11/19/2010,07:40:00,EDB0714,PC-6103,Logon ; 11/19/2010,16:41:00,EDB0714,PC-6103,Logoff
11/22/2010,07:35:00,EDB0714,PC-6103,Logon ; 11/22/2010,16:59:00,EDB0714,PC-6103,Logoff
11/23/2010,07:35:00,EDB0714,PC-6103,Logon ; 11/23/2010,16:51:00,EDB0714,PC-6103,Logoff
11/24/2010,07:45:00,EDB0714,PC-6103,Logon ; 11/24/2010,16:59:00,EDB0714,PC-6103,Logoff
